id,installer_name,profile_pic,address,pincode,City,state,longitude,lattitude,Application Code,Rating Agency,Rating,Category,contact,contact1,mobile,email,fax_no,website,about_installer
238,Larsen & Toubro Limited,default-img.png,"L&T House, Ballard Estate",400001,Mumbai,Maharashtra,72.78,18.98,870,CARE,1A,A,022-22704000/ 67525656,Fax: 044-22705482,,singhal@lntecc.com; infodesk@larsentourbo.com,,Lntecc.com; www.larsentou,
239,Laxmi Sales & Services,default-img.png,"1325/43, Udyamangar",416008,Kolhpur,Maharashtra,74.23,16.7,,,,,0231-2661223,Fax: 0231-2659873,,info@lsslaxmi.com,,lsslaxmi.com,
240,Mahindra EPC Service,default-img.png,"Mahindra Towers, Dr. G.M.BhosaleMarg, P.K.Kurnechowk, Worli",400018,Mumbai,Maharashtra,72.81,19,,,,,022-24825060; 91-9910084922,,,sales.mahindraepc@mahindra.com; bora.randeep@mahindra.com,,ww.mahindrasusten.com,
241,Mahindra EPC Services Pvt. Ltd.,default-img.png,"Mahindra Towers, Dr. GM Bhosle Marg PK Kurne Chowk, Worli ",,Mumbai,Maharashtra,72.87,19.11,,,,,,,,,,,
242,Mahindra Solar,default-img.png,"570, 1st Floor, Sadhna House, Behind Mahindra Towers, GM Bhosle Marg, Worli",400018,Mumbai,Maharashtra,0,0,,,,,022-24825060,,,contactus.solar@mahindra.com,,www.mahindra.com,
243,MG Solar Powertronics LLP,default-img.png,"Khanna Estate, Opp. HDFC Bank,LBS Marg, Vikhroli(W)",400079,Mumbai,Maharashtra,72.81,19.04,,,,,9892143603,,,esb@mgsolarpowertonics.com,,,
244,MPIL Steel Structures Ltd.,default-img.png,"MPIL Headquarters, Trade Star-B, 6th Floor, Andheri-Kurla Road, J.B Nagar, Andheri (East)",400004,Mumbai,Maharashtra,72.86,19.11,,,,,022-42607000,Fax: 022-42607070,,,,,
245,Pearl Enterprises,default-img.png,"Zende Complex, Shree Nagar, Near Purohit Hospital, Dhankavadi Last Bust Stop, Dhankawadi",,Pune,Maharashtra,73.48,18.46,,,,,020-24374131,Fax: 020-24374132,,,,,
246,Photonix Solar Projects Pvt. Ltd.,default-img.png,"38/A, Sahakar Vrind Society, Opp. Vanaz Factory, Paud Road, Kothrud",411038,Pune,Maharashtra,73.79,18.5,,,,,020-25382926,,,sushant.dhakite@photonixprojects.com,,,
247,Qubic Suntrack Energy System Pvt. Ltd.,default-img.png,"#28, Shankara Sant Sopandeo Society, Sant Nagar",411009,Pune,Maharashtra,73.93,18.59,,,,,,fax: 020-24318185,,info@qubicsuntracksystems.com,,qubicsuntracksystems.com,
248,Qubic Suntrack energy Systems,default-img.png,"28 ""Shankara"" Santsopandev society, Santnagar, Aranyeshwar",411009,Pune,Maharashtra,73.85,18.48,,,,,020-24318185,,,info@qubicsuntracksystems.com,,www.qubicsuntracksystems.,
249,Reliance Industries ,default-img.png,"5 C, 1st Floor, Reliance Corporate Park, Ghansoli, Thane-Belapur Road",400701,Navi Mumbai,Maharashtra,0,0,,,,,022-29780000,,,sales.reliancesolar@ril.com,,www.resolar.com,
250,Reliance Industries Ltd*.,default-img.png,"Reliance Corporate Park, Gate House, Bdg. 5A GF, Thane-Belapur Road, Ghansoli",400701,Navi Mumbai,Maharashtra,73,19.13,,,,,022-44770867,Fax: 022-44710084,,,Mob: +91-9811051315,,
251,Relyon Solar Pvt. Ltd.,default-img.png,"Varsha Complex, 4th Floor, Warje-highway bridge, Warje",411058,Pune,Maharashtra,73.8,18.48,,,,,020-25236849,91-9764461511,,dhananjay@relyonsolar.com,, www.relyonsolar.com,
252,Shri Sai Technologies,default-img.png,"Sadasukh Theater Road, Opp. Hotel CafÃ© Royal",416416,Sangli,Maharashtra,74.46,16.78,,,,, 0233-6511802,Fax: 0233-2373824,,shrisaitechno@yahoo.com,,,
253,Shrinath Engineers,default-img.png,"S-20, Prince Complex, Chattrapati Square, Nagpur",440015,Nagpur,Maharashtra,79.06,21.1,,,,,0712-2289548,Fax: 0712-2289548,,amit@shrinathengineering.com,,shrinathengineering.com,
254,Solairedirect Energy India,default-img.png,"Office No. 203, 2nd Floor, Pentagon P3, Magarpatta City, Hadaspar",411013,Pune,Maharashtra,73.92,18.51,,,,,020-66864700,,,contactidia@solairedirect.in,,www.solairedirect.in,
255,Space Solar Shopie,default-img.png,"Rathi Towers, Dashmeshnagar, Osmanpura, Aurangabad",,Aurangabad,Maharashtra,75.33,19.86,,,,,"0240 - 2363394, 0240 - 6410157","91 9422208860 ,",,,,,
256,Span Pumps Pvt. Ltd.,default-img.png,"#104, Arihant.1187/26, Shivajinagar, Ghole Road",411005,Pune,Maharashtra,73.84,18.52,,ICRA,1A,,020-25536371,Fax: 020-25536372,,nitinmuthiyan@spanpump.com,,www.spanpump.com,
257,Steelite Engineering Ltd.,default-img.png,"1st Floor, Blackie House 103, W.H Marg, Opp. GPO, Mumbai CST",400001,Mumbai,Maharashtra,72.83,18.93,,,,,022-22700307,,,solar@steelitegroup.com,,,
258,Sterling And Wilson,default-img.png,"Universal Majestic, 9th Floor, P.L.Lokhande Marg, Chembur(West), Mumbai 400043, Maharashtra",400043,Mumbai,Maharashtra,72.91,19.06,,,,,022-25485300,,,mumbai@sterlingwilson.com,,www.sterlingandwilson.com,
259,Sun Technologies,default-img.png,"23B, Royal Enclave, Manovikas Nagar, Bowenpally",,,Maharashtra,78.48,17.46,,,,,040-27751166/77,Fax: 040-27751155,,hafeeza@suntechnologiesindia.com,,suntechnologiesindia.com,
260,Tata Power,default-img.png,"Bombay House, 24, Homy Mody Street Fort",400001,Mumbai,Maharashtra,0,0,,,,,022-66658282,,,customercare@tatapower.com,,www.tatapower.com,
261,Thermax Limited,default-img.png,"Thermax House, 14 Mumbai-Pune Road, Wakdewadi",411003,Pune,Maharashtra,73.84,18.53,311,ICRA,1A,A,020-66051200; 66126612,,,enquiry@thermaxindia.com,,www.thermaxindia.com,
263,Visa Ecotech,default-img.png,"W223, MIDC, TTC Industrial Area, Khairne",400709,Navi Mumbai,Maharashtra,73.01,19.09,,,,,022-39469000,,,info@visaecotech.com,,www.visaecotech.com,
264,Waaree Energies Pvt. Ltd.,default-img.png,"602, Western Edge-I,Western Express Highway,Borivliâ",400066,Mumbai,Maharashtra,72.86,19.21,,,,,022-66444444; 91-9953106365,Fax : 022-66444400,,virenjoshi@waaree.com; ankittyagi@waaree.com,,www.waaree.com,
265,Contrive Instrumentation,default-img.png,"G1 231 and 232, Kuber Industrial Area, Ranpur",325003,Kota,Rajasthan,75.84,25.06,,,,,0744-2845057-58,,,info@contrivekota.com,,www.contrivekota.com,
266,Genus Power Infrastructure,default-img.png,"SPL-3, RIICO Industrial Area, Sitapura, Tonk Road",302022,Jaipur,Rajasthan,75.82,26.77,,,,,0141-7102400/500,,,ecc@genus.in,,www.genus.in,
267,Genus Power Infrastructures Ltd.,default-img.png,"SPL-3, RIICO Industrial Area, Sitapura, Tonk Road",,Jaipur,Rajasthan,75.82,26.77,,,,,0141-7102400,Fax: 0141-2770319,,,,,
268,Natural Lights Pvt. Ltd.,default-img.png,"F-42, Swej Farm, Nandpuri, 22, Godown, Industrial Area",,Jaipur,Rajasthan,75.77,26.89,,,,,0141-2210278,,,abhishek.jain@naturallights.co.in,,naturallights.co.in,
269,Novergy Energy Solutions Pvt. Ltd.,default-img.png,"#1, Navlok Navratna Comp. Bedla Road",313001,Udaipur,Rajasthan,73.69,24.61,213,ICRA,3B,B,0294 2415487,Fax: 0294-2415488,,info@novergy.co.in,,,
270,Rays Power Infra,default-img.png,"D-93, Janpath, Shurya Nagar, Jaipur",,Jaipur,Rajasthan,75.76,26.89,,,,,0141-2297802,,,info@rayspowerinfra.com,,www.rayspowerinfra.com,
271,Rays Power Infra (P) Ltd.,default-img.png,"D-43, Janpath, Shyam Nagar",302019,Jaipur,Rajasthan,75.75,26.89,,,,,0141-2297802,Fax: 0141-4038767,,info@rayspoerinfra.com,,,
272,Solargy Systems,default-img.png,"507, 5th Floor, Big Benn OKAY Plus Tower, New Sanganer Road",302019,Jaipur,Rajasthan,75.75,26.85,,,,,0141-2972233,,9571185728,info@solargyhome.com,,solargyhome.com,
273,Aeon Renewable Energy Solution,default-img.png,"3rd Floor, Sintron Square, 1/9, Dr. VSI Estate Thiruvanmiyur",600041,Chennai,Tamil Nadu,74.94,13.96,,,,,044-40206666,,,info@aeonenergy.blz,,www.aeonenergy.blz,
274,Aeon Renewable Energy Solution Pvt. Ltd.,default-img.png,"3rd Floor, Sintron Square, 1/9, Dr. VSI Estate, Thiruvanmiyur",600041,Chennai,Tamil Nadu,74.94,13.96,,,,,044-49607700,Fax: 044-49607711,,info@aeonenergy.biz,,aeonenergy.biz,
275,Akshaya Solar Power (I) Pvt. Ltd.,default-img.png,"Plot No. 33, Medical Society, Kukatpally, Hyderabad",500072,Hyderabad,Andhra Pradesh,78.41,17.49,,,,,040-40064523,Fax: 040-40064524,,info@akshayasolar.com,,www.akshayasolar.com,
276,Alectrona Energy Pvt. Ltd.,default-img.png,"6th Floor, Samson Towers, 403L, Panthenon Road, Egmore, Chennai- 600008",600008,Chennai,Tamil Nadu,80.27,13.02,,,,,044-43084571,91-9962879087,,visakank@zynergygroup.net,,www.zynergygroup.net,
277,Alpha Power,default-img.png,"No.17,Maniakarampalayam, Ganapathy",641006,Coimbatore,Tamil Nadu,76.97,11.03,,,,,0422-2532624,,,info@alphawindmills.com,,alphawindmills.com,
278,Avant-Grade Systems and Controls Pvt. Ltd.,default-img.png,"No. 67A, New No. 37, Porur Kundrathur High Road, Porur",600116,Chennai,Tamil Nadu,80.15,13.04,,,,,044-24828531,Fax: 044-24828531,,sbalaguru@avant-grade.co.in,,,
279,Borg Energy India,default-img.png,"GEE GEE EMERALD 2E, 2nd Floor, 312/151, Village Road Nungambakkam",600034,Chennai,Tamil Nadu,80.25,13.05,,,,,044-49172222,,,www.borgenergy.com,,www.borgenergy.com,
280,Borge Energy India,default-img.png,"GEE GEE EMERALD, 2E, 2nd Floor, 312/151, Village Road Nungambakkam",600034,Chennai,Tamil Nadu,80.25,13.05,,,,,044-49172222,,,info@borgenergy.com,,www.borgenergy.com,
281,Consul Consolidated Pvt. Ltd.,default-img.png,"4/329A, Old Mahabalipuram Road",600041,Chennai,Tamil Nadu,80.21,12.99,,,,, 044-24541555-57,Fax: 044-24541560,,sriram@consulindia.com,, www.consulindia.com,
282,Dev International,default-img.png,Kalapatti-Kurumbaalayam Road,641048,Coimbatore,Tamil Nadu,77.02,11.09,856,CRISL,3B,B,8870445566,9743179797,,dev@devsolar.com,,www.devsolar.com,
283,E2 Solar,default-img.png,"Punnakkattil Complex, Angamaly Road, Kalady-683575",683575,Kalady,Tamil Nadu,0,0,,,,,0484-3533332,,,info@e2solar.co.in,,e2solar.co.in,
284,Enertech Engineering,default-img.png,"Plot No. 66-77, Cherlapally Industrial Park, Phase-III ",,,Tamil Nadu,0,0,,,,,040-27268002,,,office@enertechengineering.com,,www.enertechengineering.c,
285,Enfinity Solar Solution,default-img.png,"New No. 60/Old No. 79, Greenways Extension Road, R.A. Puram, Chennai 600028, Tamil Nadu",600028,Chennai,Tamil Nadu,80.25,13.01,,,,,044-40505550,,,info@enfinity.in,,www.enfinity.biz,
286,Evergreen Solar Systems India,default-img.png,"Sulochana Mills Campus, Mettupalayam Road, Vadamadurai, Coimbatore 641017, Tamil Nadu",641017,Coimbatore,Tamil Nadu,77,11.08,,,,,0422-2642564,,,info@evergreensolar.com,,www.evergreensolar.com,
287,Evergreen Solar Systems India Pvt. Ltd.,default-img.png,"Sulochana Mills Compound, Mettupalayam Road, Vadamadurai, Coimbatore-641017",641017,Coimbatore,Tamil Nadu,77,11.08,,,,,0422-2642564,Fax: 0422-2642830,,md@evergreensolar.in,,evergreensolar.in,
288,EverSun Energy,default-img.png,"Tecpro Towers, Plot No. 11, A 17, 5th Cross Road, SIPCOT IT Park, Siruseri, Chennai 603103, Tamil Nadu",603103,Chennai,Tamil Nadu,80.21,12.81,,,,,"044-47443000,37474747",,,marketing@eversunenergy.com,,www.eversunenergy.com,
289,Eversun Energy Pvt. Ltd.,default-img.png,"Tecpro Towers, 11/A-17, 5th Cross Road, SIPCOT IT Park, Siruseri, Chennai-603103",603103,Chennai,Tamil Nadu,80.21,12.81,,,,, 044-37474747,Fax: 044-37487511,,marketing@eversunenergy.com,,www.eversunenergy.com,
290,Gamesa Wind Turbines Pvt. Ltd.,default-img.png,"The Futura Tech Park, B-Block, 8th Floor, No. 334, Rajiv Gandhi Salai, Sholinganallur, Chennai- 6001",,Chennai,Tamil Nadu,80.22,12.91,,,,,044-39242424,Fax: 044-30060661,,,,,
291,Green Secure Energy,default-img.png,"8D, Riaz Garden,12, Kodambakkam, High Road, Nungambakkam",600034,Chennai,Tamil Nadu,80.24,13.05,854,CARE,3B,B,040-23392978; 044-64551137,,,indy@greensecure.in,,www.greensecure.in,
292,NanoPV Voltech Solar Pvt. Ltd.,default-img.png,"Voltech Eco Tower, #2/249, Mount Poonamallee Road, Ayyappanthangal",600056,Chennai,Tamil Nadu,80.12,13.04,,,,, 044-43978000,Fax: 044-42867746,,oinfo@nano-pv.com,,www.nano-pv.com,
293,Power gear Ltd.,default-img.png,"Plot No. B-33, Phase II, MEPZ-SEZ, Tambaram",600045,Chennai,Tamil Nadu,80.09,13.01,,,,,044-42901111,Fax: 044-22624434,,,,,
294,RK Tech (India) Pvt. Ltd.,default-img.png,"GF-25, Anna Nagar Plaza, C-47, Second Avenue, Anna Nagar",600040,Chennai,Tamil Nadu,80.19,13.08,,,,,044-26211054,Fax: 044-42615061,,info@rktech.in,,www.rktech.in,
295,SB Wind Energy Pvt. Ltd.,default-img.png,"No. 3, 1st Floor, Vedammal Avenue, Dr. Subrayan Nagar, Kodambakkam",600024,Chennai,Tamil Nadu,80.02,13.15,,,,,044-43565337,,,kumar.k@sbenergy.co.in,,sbenergy.co.in,
296,Solkar Solar Industry Ltd.,default-img.png,"No. 13/2, Jayakshmipuram, 1st Street, Nungambakkam",600034,Chennai,Tamil Nadu,80.23,13.06,,,,,NA,,,,,,
297,Sree Nandhees Technologies Pvt. Ltd.,default-img.png,"No. A2/1, 2nd Floor, 1st Cross street, 1st Main Road, Ambattur",600058,Chennai,Tamil Nadu,80.14,13.12,ICRA,2C,A,,044-43436969,Fax: 044-43436967,,sales@sreenandhees.in,,www.sreenandhees.in,
298,SunEdison Solar Power India Pvt. Ltd.,default-img.png,"Menon eternity, 10th Floor, 165, St, Marys Road, Alwarpet",600018,Chennai,Tamil Nadu,80.25,13.02,,,,,044-42923818,,,india@sunedison.com ; skumar@memc.com,,www.sunedison.in,
299,Swelect Energy Systems Ltd.,default-img.png,"Numeric House, No. 5, Sir Siva Samy Salai, 3rd Floor, Mylapore, Chennai",600004,Chennai,Tamil Nadu,80.26,13.04,102,CRISIL,1A,A,044-24993266,,,,,,
300,Torp Systems Pvt. Ltd.,default-img.png,"F-91&92, Sipcot Industrial Complex",601201,Gummidipoondi,Tamil Nadu,79.97,13.44,,,,,044-27922239,Fax: 044-27921333,,,,,
301,Trishe Green Solutions Pvt.Ltd.,default-img.png,"No. 555/554, Anna Salai, Teynampet",600018,Chennai,Tamil Nadu,80.21,13.04,,CRISIL,3B,,044-43546555,Fax: 044-43546550,,,,,
302,V.D Swami and Company Pvt. Ltd.,default-img.png,"VDS House, 41, Cathedral Road",600086,Chennai,Tamil Nadu,80.25,13.04,,,,,044-42104079-81,Fax: 044-4428117479,,ms.vdswami@vdswami.com,, www.vdswami.com,
303,Viviann Energy Solutions,default-img.png,"#264, 3rd Main Road, Gomathipuram, Melamadai",625020,Madurai,Tamil Nadu,78.11,9.91,,,,,0452-2585599,,,viviannenergysolutions@gmail.com,,,
304,AOV International,default-img.png,"B-5, Sector-59, G.B Nagar",,NOIDA,Uttar Pradesh,77.36,28.6,,,,,0120-4692900,Fax: 0120-4292921,,aov@airtelmail.in,,,
305,Apnatech Consultancy Services Pvt. Ltd.,default-img.png,"3rd Floor, Regency Plaza, 5, Park Road, Hazratganj",226001,NOIDA,Uttar Pradesh,80.94,26.84,,,,,0522-4001865,,,vikaschandra@apnagroups.com,,apnagroups.com,
306,Elcomponics Technologies India,default-img.png,"A 65, Secto 58, Phase III",201301,NOIDA,Uttar Pradesh,77.35,28.6,,,,,0120-4229673,,,salesetipl@elcomponics.com; info@elcomponics.com,,www.Elcomponics.com,
307,Elcomponics Technologies India Pvt. Ltd.,default-img.png,"A-65, Sector-58, Phase-III",201301,NOIDA,Uttar Pradesh,77.35,28.6,,,,,0120-4229573,Fax: 0120-4359538,,,,,
308,Fairwood SmartGreen,default-img.png,"7th Floor, Tower D, Logix Techno Park, Sector 127",201301,NOIDA,Uttar Pradesh ,77.35,28.51,,,,,0120-4056500,,,vikas@fairwoodground.com,,www.fairwoodsmartgreen.co,
309,Jaiswal Battery Service,default-img.png,"#11, Church Building, Hazratganj",226001,Lucknow,Uttar Pradesh,80.94,26.85,,,,,0522-2618977,Fax: 0522-4076594,,rajkjdi@in.com,,,
310,Jakson Engineers Ltd.,default-img.png,"A-43, Phase-II, (Extension),Opp. NSEZ ",201305,NOIDA,Uttar Pradesh,77.4,28.53,,,,,0120-4302600,Fax: 1204302646,,sudershan.gupta@jakson.com; info@jakson.com,,www.jakson.com,
311,NMTronics India Pvt. Ltd.,default-img.png,"SDF No. C-2 & E-17, Noida,SEZ, Noida Dadri Road, Phase II",201301,NOIDA,Uttar Pradesh,77.39,28.53,,,,,0120-4603500,Fax: 0120-4603535,,soni@nmtronics.com,,,
312,Ritika Systems Pvt. Ltd,default-img.png,"C-22/18, Sector-57",201301,NOIDA,Uttar Pradesh,77.33,28.59,,,,,0120-2586610,Fax: 0120-2586609,, info@ritikasystems.in,,www.ritikasystems.in,
313,Safety Plus Power Ltd.,default-img.png,"C-261, Sector- 63",201301,NOIDA,Uttar Pradesh,77.39,28.62,,,,,0120-4287220,Fax: 0120-4287227,,,,,
314,Statcon Power Controls Ltd.,default-img.png,"A-34, Sector-59, G.B Nagar",201301,NOIDA,Uttar Pradesh,77.36,28.6,,,,,0120-4640200-210,Fax: 0120-4640240,,info@stat-con.com,,www.stat-con.com,
315,Sterling and Wilson Limited,default-img.png,"Sterling & Wilson House, C-56/38, Sector-62, Noida (U.P)",,NOIDA,Uttar Pradesh,0,0,,,,,,Fax: 0120-4071030,,vikas.bansal@sterlingwilson.com,,sterlingandwilson.com,
316,Sunsource Energy,default-img.png,"B-14, Sector-132",201303,NOIDA,Uttar Pradesh,77.37,28.5,,,,,0120-6500409,,,contact@Sunsource-Energy.com,,www.sunsource-energy.com,
317,SunSwitch India,default-img.png,"Plot No. 51/1/10 Site-IV, UPSIDC Industrial Area",201010,Sahibabad,Uttar Pradesh,77.34,28.66,,,,,1800-11-8090,,,info@sunswitch.in,,www.sunswitch.in,
318,V S Enviortech Pvt. Ltd.,default-img.png,"#601, Wave Silver Tower, Sector-18",201301,NOIDA,Uttar Pradesh,77.32,28.57,,,,,0120-4267577,,,Dipak@vsenviortech.com,,vsenviortech.com,
319,Welspun Energy Pvt. Ltd.,default-img.png,"C-11, Sector-65",201307,NOIDA,Uttar Pradesh,77.38,28.61,,,,,0120-6757122,Fax: 0120-4128330,,kunal_pragati@welspun.com,,welspun.com,
320,Agni Power & Electronics,default-img.png,"114, Rajdanga Gold Park, 1st Floor",700707,Kolkata,West Bengal,88.38,22.51,,,,,033-40610038,,,info@agnipower.com,,www.agnipower.com,
321,Agni Power and Electronics Ltd.,default-img.png,"10/72, Bijoygarh",700092,Kolkata,West Bengal,88.35,22.48,,,,, 033-2412-7367,,,,,,
322,Annapurna Export,default-img.png,"Ajir Bagan More, Kanchannagar",713102,Burdwan,West Bengal,87.8,23.23,,,,,0342-3202506,Fax: 0342-2638116,,,,,
323,Enfield Infrastructure,default-img.png,"CF-255, Salt Lake City, Sector-1,",700064,Kolkata,West Bengal,88.4,22.59,,,,,033-40191919,,,mail@sonthaliagroup.com,,www.sonthaliagroup.com,
324,Environ Energy Corp. India Pvt. Limited,default-img.png,"#1st Floor, 2/3 Judges Court Road, Alipore",700027,Kolkata,West Bengal,0,0,,,,,033-24490221,Fax: 033-24490220,,info@bhaskarsolar.com,,bhaskarsolar.com,
325,Kirti Solar,default-img.png,"10A, Middleton Row, 2nd Floor",700071,Kolkata,West Bengal,88.35,22.55,,,,,033-4064 6077/79,,,info@kirtisolar.com,,www.kirtisolar.com,
326,Kirti Solar Ltd.,default-img.png,"56D, Mirza Ghalib Street, 2nd Floor",700016,Kolkata,West Bengal,88.35,22.55,31,ICRA,2B,A,033 4064 6077 / 79,,,,,,
327,Modern Solar Pvt. Ltd.,default-img.png,"Azimganj House, 3rd Floor, 7 Camac Street",700017,Kolkata,West Bengal,88.35,22.54,833,ICRA,3B,B,033-65228530,Fax: 033-22828906,,modernsolar@gmail.com,,www.modernsolar.co.in,
328,"Philips Electronics India Ltd., Kolkata",default-img.png,"7, Justice Chandra Mashab Road",700020,Kolkata,West Bengal,88.27,22.55,,,,,91-9717080905,,,Vidyashankar.krishna@philips.com,,philips.com,
329,Pulse Power Technologies Pvt. Ltd.,default-img.png,"502C, Kamalalaya Centre, 156 A Lenin, Sarani",700013,Kolkata,West Bengal,88.36,22.56,,,,,033-22154705/0301,Fax: 033-22251273,,saikat@pulsepower.net,,,
330,Punam Energy Pvt. Ltd.,default-img.png,"1A, DL Khan Road, Jaju Bhawan",700027,Kolkata,West Bengal,88.33,22.53,,,,,033-22238105,,,VJ@onergy.in,,www.onergy.in,
331,Silversun Solar Systems Pvt. Ltd.,default-img.png,"Rupnagar, Sonarpur",700150,Kolkata,West Bengal,88.44,22.43,,,,,033-64572748,,,lalmohan2222@gmail.com,,silversunsolarsystems.co.,
332,Solace Renewable Energy Pvt. Ltd.,default-img.png,"#20, Kankullia Road",700029,Kolkata,West Bengal,88.36,22.51,,,,,033-65356925,Fax: 033-24406503,,,,,
333,Sulekha Works Ltd.,default-img.png,"142C, Raja S.C. Mullick Road (Near Central Park), Jadavpur",700032,Kolkata,West Bengal,88.37,22.49,,,,,033-24259414,Fax: 033-24257988,,sulekhaworks@gmail.com,,,
334,Sunshine Power Products Pvt. Ltd.,default-img.png,"Sunshine House, Hanspukur Green Park, Bakrahat Road",700104,Kolkata,West Bengal,88.28,22.44,,,,,03324980476/24980522/,91 9831078753,,,,,
335,Swastik Enterprises,default-img.png,"1025A, Hospital Street, 3rd Floor, Suite26 no. 303",700072,Kolkata,West Bengal,88.35,22.56,,,,,033-22152570,Fax: 033-22151531,,,,,
336,Vikram Solar,default-img.png,"The Chambers, 8th Floor, 1865, Ajdanga, Main Road",700107,Kolkata,West Bengal,0,0,,,,,"033-24427299,24427399",,,sales@vikramsolar.com,,www.vikramsolar.com,
337,Vikram Solar Pvt. Ltd.,default-img.png,"Tobacco House 1, Old Court House Corner",700001,Kolkata,West Bengal,88.34,22.57,,,,,033-22307299,Fax: 033-22484881,,info@vikramsolar.com,,vikramsolar.com,
338,Sprien Systems,default-img.png,New naroda,,Ahmedabad,Gujarat,0,0,,,,,,,,khushal@yugtia.com,,,Service company
339,temp,default-img.png,,380006,ahmd,gujarat,0,0,,,,,,,,,,,
340,Sprien Systems,20160409030451.jpg,Bopal Ahmedabd,382330,Ahmedabad,Gujarat,0,0,,,,,,,,,,,Solar Company
341,Indus Solar systems,default-img.png,,,Ahmedabad,Gujarat,0,0,,,,,,,,,,,
342,Deep Solar systems,default-img.png,,,Ahmedabad,Gujarat,0,0,,,,,,,,,,,
343,True Solar Limited.,default-img.png,New Ranip Ahmedabad,,Ahmedabad,Gujarat,0,0,,,,,,,8866554433,pavan@yugtia.com,,,India based solar company
344,abc,default-img.png,,380006,ahmd,gujarat,0,0,,,,,,,9979901106,riya_gajjar23@gmail.com,,,
345,temp,default-img.png,,380026,ahmedabad,gujarat,0,0,,,,,,,9979901106,bar@gmail.com,,,
346,ddd,default-img.png,,380008,ahmd,gujarat,0,0,,,,,,,9979901106,bar1@yugtia.com,,,
347,Goldi Green Technologies Pvt. Ltd,default-img.png,"#278, Pajwa Falia, Off. Katargam Road, Surat- 395004, Gujarat",395004,Surat,Gujarat,72.83,21.21,110,ICRA,3B,,,,,,,,
348,Acme Tele Power Ltd.,default-img.png,"Plot No. 152, Sector- 44, Opp. Mothers Pride School, Gurgaon- 122002",122002,Gurgaon,Haryana,72.81,18.97,,,,,,,,,,,
349,Jain Irrigation Systems Ltd.,default-img.png,"Jain Energy park, Shiroli Road, PO Box No 20 Jalgaon 425001",425001,Jalgaon,Maharashtra,75.47,21,,,,,,,,,,,
350,Chemtrols Solar Pvt. Ltd.,default-img.png,"Amar Hill, Saki Vihar Road, Saki Vihar, Powai, Mumbai-400072, ",400072,Mumbai,Maharashtra,72.88,19.12,,,,,,,,,,,
351,Inspira Martifer Solar Ltd.,default-img.png,"#21, Satyam, 318 Linking Road, Khar(West), Mumbai-400052",400052,Mumbai,Maharashtra,72.83,19.07,,,,,,,,,,,
352,IntelliDecs Pvt. Ltd.,default-img.png,"#8-2-120/76, Plot No. 89 Lane Adj. Annapurna Studio, Road no. 2, Banjara Hills, Hyderabad-500034",500034,Hyderabad,,78.42,17.42,,,,,,,,,,,
353,Greentek India Pvt. Ltd.,default-img.png,"Plot No. 8, Lepakshi Colony, West Maredpally, Secunderabad-500026",500026,Secunderabad,Andhra Pradesh,78.5,17.45,,,,,,,,,,,
354,Kohima Energy Pvt. Ltd.,default-img.png,"B-87, 3rd Floor, Lane No. 3, Street No. 3, Airlines Colony Begumpet, Hyderabad-500003",500003,Hyderabad,Andhra Pradesh,78.47,17.44,,,,,,,,,,,
355,Urja Global Ltd.,default-img.png,"487/63, 1st Floor, National Market, Peeragarhi, New Delhi-110087",110087,New Delhi,Delhi,77.09,28.67,,,,,,,,,,,
356,Premier Solar Systems Pvt. Ltd,default-img.png,"3rd Floor, VV Towers, Kharkhana Main Road, Secunderabad",500015,Secunderabad,Andhra Pradesh,78.49,17.45,184,ICRA,2B,A,8008522644,,,info@premirsolarepc.com,,,
357,Sterling and Wilson Ltd*,default-img.png,"Sterling & Wilson House, C-56/38, Sector-62, Noida (U.P)",,NOIDA,Uttar Pradesh,77.36,28.61,,,,,,,,,,,
358,Environ Energy Corp. India Pvt. Ltd*.,default-img.png,"#1st Floor, 2/3 Judges Court Road, Alipore, Kolkata- 700 027",700027,Kolkata,West Bengal,88.32,22.52,,,,,,,,,,,
359,ArvindAccel,default-img.png,"Arvind Mill Premises, Naroda Road, Ahmedabad 380025, Gujarat",380025,Ahmedabad,Gujarat,72.61,23.04,,,,,,,,,,,
360,AVI Appliances,default-img.png,"65-66, Narayan Industrial Estate, Opp. Raipur Mill Compound, Saraspur, Ahmedabad-380018, Gujarat",380018,Ahmedabad,Gujarat,72.61,23.02,,ICRA,3B,,,,,,,,
361,Azure Power,default-img.png,"8, Local Shopping Complex, Pushpvihar, Madangir 110062, New Delhi",110062,New Delhi,Delhi,77.22,28.52,,,,,,,,,,,
362,C & S Electric,default-img.png,"222, Okhla Industrial Estate, Phase III 110020, New Delhi",110020,New Delhi,Delhi,77.26,28.54,,,,,,,,,,,
363,Emeral Energy Solutions,default-img.png,"215, Chandraprabhu Complex, Near Sardar Patel Statue, Naranpura, Ahmedabad 380013, Gujarat",380013,Ahmedabad,Gujarat,72.55,23.04,,,,,,,,,,,
364,Gensol Consultants,default-img.png,"205-206, 2nd Floor, Sarthik II, S.G.Highway, Ahmedabad 380015, Gujarat",380015,Ahmedabad,Gujarat,72.51,23.02,,,,,,,,,,,
365,InspiraMartifier Solar,default-img.png,"21, Satyam, 318, Linking Road, Khar(West), Mumbai 400052, Maharashtra",400052,Mumbai,Maharashtra,72.82,19.05,,,,,,,,,,,
